SMILES,Marked Bonds,
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,"[(11, 13)]",
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,"[(11, 13), (10, 11)]",
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,"[(10, 11), (11, 13), (9, 10)]",
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,"[(9, 10), (10, 11), (11, 13), (3, 4)]",
CC(C)COc1ccc(CN=C=O)cc1,"[(10, 11)]",
CC(C)COc1ccc(CN=C=O)cc1,"[(10, 11), (9, 10)]",
CC(C)COc1ccc(CN=C=O)cc1,"[(10, 11), (9, 10), (3, 4)]",
CC(C)COc1ccc(CN)cc1,"[(9, 10)]",
CC(C)COc1ccc(CN)cc1,"[(9, 10), (3, 4)]",
CC(C)COc1ccc(C=O)cc1,"[(3, 4)]",
CN1CCC(NCc2ccc(F)cc2)CC1,"[(4, 5)]",
Clc1ccc(CCCOCCCN2CCCCC2)cc1,"[(7, 8)]",
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,"[(10, 11), (11, 13)]",
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,"[(10, 11), (11, 13), (5, 6)]",
N#Cc1ccc(Oc2ccc(Br)c(COC3CCCCO3)c2)cc1,"[(14, 15)]",
N#Cc1ccc(Oc2ccc(Br)c(COC3CCCCO3)c2)cc1,"[(14, 15), (5, 6)]",
N#Cc1ccc(Oc2ccc(Br)c(C=O)c2)cc1,"[(5, 6)]",
Oc1ccc(Br)c(C2OCCO2)c1,"[(11, 7), (7, 8)]",
[H][C@@]12CC[C@H]([C@H](C)CCC(=O)O)[C@@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O)C[C@@]3([H])/C(=C\C)C(=O)[C@@]21[H],"[(24, 25)]",
[H][C@@]12CC[C@H]([C@H](C)CCC(=O)OC)[C@@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O[Si](C)(C)C)C[C@@]3([H])C=C(O[Si](C)(C)C)[C@@]21[H],"[(36, 37), (11, 12)]",
[H][C@@]12CC[C@H]([C@H](C)CCC(=O)OC)[C@@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O[Si](C)(C)C)C[C@@]3([H])C=C(O[Si](C)(C)C)[C@@]21[H],"[(36, 37), (11, 12), (29, 31)]",
[H][C@]12CC(=O)[C@@]3([H])[C@]4([H])CC[C@H]([C@H](C)CCC(=O)OC)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC[C@@H](O)C2,"[(25, 27)]",
[H][C@@]1([C@@H](COC(=O)C(C)(C)C)N=[N+]=[N-])O[C@H](OC(=O)C(C)(C)C)[C@H](OC(=O)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,"[(27, 36)]",
[H][C@@]1([C@@H](COC(=O)C(C)(C)C)N=[N+]=[N-])O[C@H](OC(=O)C(C)(C)C)[C@H](OC(=O)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,"[(27, 36), (29, 30), (6, 7), (13, 14), (20, 21)]",
[H][C@@]1([C@@H](COC(=O)C(C)(C)C)N=[N+]=[N-])O[C@H](OC(=O)C(C)(C)C)[C@H](OC(=O)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,"[(27, 36), (29, 30), (4, 5), (6, 7), (13, 14), (20, 21)]",
[H][C@@]1([C@H](COC(=O)C(C)(C)C)OS(=O)(=O)C(F)(F)F)O[C@H](OC(=O)C(C)(C)C)[C@H](OC(=O)C(C)(C)C)[C@H]1OC(=O)C(C)(C)C,"[(36, 37), (29, 30), (20, 21), (13, 14), (6, 7), (4, 5)]",
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,"[(18, 19)]",
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,"[(18, 19), (10, 11)]",
C=CC(=O)Nc1cccc(Oc2nc(Cl)nc3ccsc23)c1,"[(10, 11)]",
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(1, 2)]",
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(1, 2), (6, 7)]",
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(6, 7), (1, 2), (11, 12), (8, 9)]",
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(1, 2), (6, 7), (19, 20)]",
O=Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(5, 6)]",
O=Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(5, 6), (10, 11)]",
O=Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,"[(5, 6), (10, 11), (7, 8)]",
O=C1NCCc2c(Br)[nH]c3cc(F)cc1c23,"[(1, 2)]",
O=C1NCCc2c(Br)[nH]c3cc(F)cc1c23,"[(1, 2), (4, 5)]",
COC(=O)c1cc(F)cc2[nH]cc(CCN3C(=O)c4ccccc4C3=O)c12,"[(6, 7)]",
CC(C)(C)OC(=O)c1ccc(Br)cc1Oc1cnc2[nH]ccc2c1,"[(13, 14)]",
CC(C)(C)OC(=O)c1ccc(Br)cc1Oc1cnc2[nH]ccc2c1,"[(13, 14), (5, 7)]",
CC(C)(C)OC(=O)c1ccc(Br)cc1F,"[(5, 7)]",
NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1,"[(7, 8)]",
CC1(C)CCC(CN2CCNCC2)=C(c2ccc(Cl)cc2)C1,"[(6, 7)]",
CC1(C)CCC(CN2CCNCC2)=C(c2ccc(Cl)cc2)C1,"[(6, 7), (13, 14)]",
CC1(C)CCC(CN2CCNCC2)=C(c2ccc(Cl)cc2)C1,"[(6, 7), (5, 6), (13, 14)]",
CC1(C)CCC(CN2CCN(C(=O)OC(C)(C)C)CC2)=C(c2ccc(Cl)cc2)C1,"[(6, 7)]",
CC1(C)CCC(CN2CCN(C(=O)OC(C)(C)C)CC2)=C(c2ccc(Cl)cc2)C1,"[(6, 7), (20, 21)]",
CC1(C)CCC(CN2CCN(C(=O)OC(C)(C)C)CC2)=C(c2ccc(Cl)cc2)C1,"[(6, 7), (20, 21), (5, 6)]",
CC1(C)CCC(C=O)=C(Cl)C1,"[(5, 6), (8, 9)]",
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,"[(15, 17)]",
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,"[(15, 17), (10, 11)]",
CC1(C)CCC(CN2CCN(c3ccc(C(=O)OC(C)(C)C)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,"[(10, 11)]",
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,"[(23, 24)]",
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,"[(23, 24), (11, 12)]",
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,"[(23, 24), (11, 12), (1, 4)]",
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)C3)C(=O)OCc2ccccc2)c1,"[(11, 12)]",
CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(c2ccccc2)(c2ccccc2)c2ccccc2)C3)C(=O)OCc2ccccc2)c1,"[(11, 12), (1, 4)]",
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(S(C)(=O)=O)c1)C(=O)OCc1ccccc1,"[(20, 22)]",
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(S(C)(=O)=O)c1)C(=O)OCc1ccccc1,"[(20, 22), (12, 13)]",
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(S(C)(=O)=O)c1)C(=O)OCc1ccccc1,"[(5, 7), (20, 22), (12, 13)]",
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(S(C)(=O)=O)c1)C(=O)O,"[(12, 13)]",
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(S(C)(=O)=O)c1)C(=O)O,"[(12, 13), (5, 7)]",
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(Br)c1)C(=O)O,"[(5, 7)]",
O=C(O)c1c(Cl)cc2c(c1Cl)CCN(C(c1ccccc1)(c1ccccc1)c1ccccc1)C2,"[(1, 3)]",
O=C(O)c1c(Cl)cc2c(c1Cl)CCN(C(c1ccccc1)(c1ccccc1)c1ccccc1)C2,"[(1, 3), (12, 13)]",
O=C(O)c1c(Cl)cc2c(c1Cl)CCN(C(c1ccccc1)(c1ccccc1)c1ccccc1)C2,"[(1, 3), (12, 13), (33, 6)]",
O=C(O)c1c(Cl)cc2c(c1Cl)CCN(C(c1ccccc1)(c1ccccc1)c1ccccc1)C2,"[(1, 3), (33, 6), (12, 13), (11, 12)]",
Clc1cc(Cl)c2c(c1)CN(C(c1ccccc1)(c1ccccc1)c1ccccc1)CC2,"[(7, 8)]",
Clc1cc(Cl)c2c(c1)CN(C(c1ccccc1)(c1ccccc1)c1ccccc1)CC2,"[(7, 8), (4, 5)]",
Clc1cc(Cl)c2c(c1)CN(C(c1ccccc1)(c1ccccc1)c1ccccc1)CC2,"[(4, 5), (7, 8), (7, 27)]",
Clc1cc(Cl)c2c(c1)CNCC2,"[(4, 5)]",
Clc1cc(Cl)c2c(c1)CNCC2,"[(4, 5), (7, 8)]",
ClCCNCc1cc(Cl)cc(Cl)c1,"[(3, 4)]",
Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,"[(10, 12)]",
Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,"[(10, 12), (8, 24)]",
Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,"[(8, 24), (10, 12), (8, 9)]",
CCOC(=O)CN(C(=O)C1CCS(=O)(=O)CC1)c1c(C)cccc1C,"[(6, 7)]",
CCOC(=O)CN(C(=O)C1CCS(=O)(=O)CC1)c1c(C)cccc1C,"[(6, 7), (5, 6)]",
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,"[(1, 11), (2, 3)]",
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,"[(26, 27)]",
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,"[(26, 27), (20, 21)]",
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,"[(26, 27), (20, 21), (28, 8)]",
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,"[(26, 27), (20, 21), (28, 8), (8, 9)]",
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,"[(20, 21), (26, 27), (28, 8), (8, 9), (9, 10)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(N3CC(OC(=O)OC(C)C)C3)c(F)cc2c1=O,"[(23, 24)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(N3CC(OC(=O)OC(C)C)C3)c(F)cc2c1=O,"[(23, 24), (19, 20)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(N3CC(OC(=O)OC(C)C)C3)c(F)cc2c1=O,"[(23, 24), (19, 20), (7, 17)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(N3CC(OC(=O)OC(C)C)C3)c(F)cc2c1=O,"[(23, 24), (19, 20), (7, 17), (6, 7)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(N3CC(OC(=O)OC(C)C)C3)c(F)cc2c1=O,"[(23, 24), (19, 20), (7, 17), (6, 7), (5, 6)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(F)c(F)cc2c1=O,"[(7, 17)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(F)c(F)cc2c1=O,"[(7, 17), (6, 7)]",
CCOC(=O)c1cn(-c2nc(N)c(F)cc2F)c2cc(F)c(F)cc2c1=O,"[(7, 17), (6, 7), (5, 6)]",
CCOC(=O)/C(=C\Nc1nc(N)c(F)cc1F)C(=O)c1cc(F)c(F)cc1F,"[(6, 7)]",
CCOC(=O)/C(=C\Nc1nc(N)c(F)cc1F)C(=O)c1cc(F)c(F)cc1F,"[(6, 7), (5, 6)]",
CCO/C=C(\C(=O)OCC)C(=O)c1cc(F)c(F)cc1F,"[(3, 4)]",
CCOC(=O)CC(=O)c1cc(F)c(F)cc1F,"[(5, 6)]",
Fc1cc(F)c(NCc2ccccc2)nc1NCc1ccccc1,"[(5, 6), (15, 16)]",
OC1CN(Cc2ccccc2)C1,"[(3, 11), (2, 3)]",
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,"[(2, 4)]",
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,"[(2, 4), (12, 13)]",
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,"[(12, 13), (2, 4), (30, 31)]",
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,"[(2, 4), (12, 13), (30, 31), (15, 16)]",
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,"[(15, 16), (30, 31), (12, 13), (2, 4), (19, 20)]",
CCC(=O)NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)c1,"[(19, 20), (30, 31), (15, 16), (12, 13), (2, 4), (20, 21)]",
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,"[(16, 18)]",
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,"[(16, 18), (10, 11)]",
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,"[(10, 11), (16, 18), (14, 15)]",
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,"[(10, 11), (14, 15), (16, 18), (8, 9)]",
N#Cc1cc(Cl)cc(Oc2c(Br)ccc(CC(=O)Nc3ccc(S(N)(=O)=O)cc3Cl)c2F)c1,"[(10, 11), (8, 9), (14, 15), (16, 18), (7, 8)]",
CCOC(=O)Cc1ccc(Br)c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(20, 21)]",
CCOC(=O)Cc1ccc(Br)c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(20, 21), (5, 6)]",
CCOC(=O)Cc1ccc(Br)c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(20, 21), (5, 6), (9, 10)]",
CCOC(=O)Cc1ccc(Br)c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(20, 21), (9, 10), (5, 6), (10, 11)]",
CCOC(=O)Cc1ccc([N+](=O)[O-])c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(5, 6)]",
CCOC(=O)Cc1ccc([N+](=O)[O-])c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(5, 6), (9, 10)]",
CCOC(=O)Cc1ccc([N+](=O)[O-])c(Oc2cc(Cl)cc(C#N)c2)c1F,"[(5, 6), (9, 10), (10, 11)]",
N#Cc1cc(Cl)cc(Oc2c([N+](=O)[O-])ccc(F)c2F)c1,"[(8, 9)]",
N#Cc1cc(Cl)cc(Oc2c([N+](=O)[O-])ccc(F)c2F)c1,"[(7, 8), (8, 9)]",
N#Cc1cc(O)cc(Cl)c1,"[(7, 8)]",
C=CC(F)(F)c1nc2ccccc2nc1O[C@@H]1C[C@@H](C(=O)OCC)N(C(=O)OC(C)(C)C)C1,"[(14, 15)]",
C=CC(F)(F)c1nc2ccccc2nc1O[C@@H]1C[C@@H](C(=O)OCC)N(C(=O)OC(C)(C)C)C1,"[(14, 15), (5, 6), (13, 14)]",
C=CC(F)(F)c1nc2ccccc2nc1O[C@@H]1C[C@@H](C(=O)OCC)N(C(=O)OC(C)(C)C)C1,"[(5, 6), (13, 14), (14, 15), (2, 5)]",
C=CC(F)(F)c1nc2ccccc2nc1Cl,"[(14, 15)]",
C=CC(F)(F)c1nc2ccccc2nc1Cl,"[(14, 15), (13, 14), (5, 6)]",
C=CC(F)(F)c1nc2ccccc2nc1Cl,"[(5, 6), (13, 14), (14, 15), (2, 5)]",
C=CC(F)(F)C(=O)C(=O)OCC,"[(2, 5)]",
C=CCO[C@@H]1CCC[C@H]1OC(=O)N[C@H](C(=O)O)C(C)(C)C,"[(9, 10)]",
C=CCO[C@@H]1CCC[C@H]1OC(=O)N[C@H](C(=O)O)C(C)(C)C,"[(9, 10), (2, 3)]",
C=CCO[C@@H]1CCC[C@H]1O,"[(2, 3)]",
CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1,"[(5, 6)]",
CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1,"[(5, 6), (8, 9)]",
CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1,"[(8, 9), (5, 6), (10, 11), (11, 8)]",
CC(C)(C)OC(=O)N[C@]1(C(=O)O)C[C@H]1C(F)F,"[(7, 8)]",
CC(C)(C)OC(=O)N[C@]1(C(=O)O)C[C@H]1C(F)F,"[(7, 8), (12, 13), (13, 8)]",
CCOC(=O)[C@@]1(NC(=O)OC(C)(C)C)C[C@H]1C(F)F,"[(5, 6)]",
CCOC(=O)[C@@]1(NC(=O)OC(C)(C)C)C[C@H]1C(F)F,"[(5, 6), (14, 15), (15, 5)]",
CCOC(=O)C1(C(=O)OCC)CC1C(F)F,"[(12, 5), (11, 12)]",
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,"[(35, 37)]",
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,"[(35, 37), (16, 17)]",
CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,"[(35, 37), (16, 17), (54, 56)]",
CCOC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1CCC[C@H]1OC/C=C/C(F)(F)c1nc3ccccc3nc1O2,"[(28, 29)]",
CCOC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1CCC[C@H]1OC/C=C/C(F)(F)c1nc3ccccc3nc1O2,"[(28, 29), (9, 10)]",
C=CCO[C@@H]1CCC[C@H]1OC(=O)N[C@H](C(=O)N1C[C@H](Oc2nc3ccccc3nc2C(F)(F)C=C)C[C@H]1C(=O)OCC)C(C)(C)C,"[(14, 16)]",
O=[N+]([O-])c1cc([C@H]2CC[C@H](c3cc([N+](=O)[O-])c(Cl)cc3F)N2c2cc(F)c(N3CCC(c4ccc(F)cc4)CC3)c(F)c2)c(F)cc1Cl,"[(9, 21), (21, 6)]",
O=[N+]([O-])c1cc([C@H]2CC[C@H](c3cc([N+](=O)[O-])c(Cl)cc3F)N2c2cc(F)c(N3CCC(c4ccc(F)cc4)CC3)c(F)c2)c(F)cc1Cl,"[(9, 21), (21, 6), (30, 31)]",
O=[N+]([O-])c1cc([C@H]2CC[C@H](c3cc([N+](=O)[O-])c(Cl)cc3F)N2c2cc(F)c(N3CCC(c4ccc(F)cc4)CC3)c(F)c2)c(F)cc1Cl,"[(30, 31), (9, 21), (21, 6), (26, 27)]",
O=[N+]([O-])c1cc(F)c(N2CC=C(c3ccc(F)cc3)CC2)c(F)c1,"[(11, 12)]",
O=[N+]([O-])c1cc(F)c(N2CC=C(c3ccc(F)cc3)CC2)c(F)c1,"[(11, 12), (7, 8)]",
O=[N+]([O-])c1cc(F)c(N2CC=C(OS(=O)(=O)C(F)(F)F)CC2)c(F)c1,"[(7, 8)]",
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,"[(33, 34), (6, 8)]",
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,"[(33, 34), (6, 8), (28, 46), (13, 14)]",
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,"[(28, 46), (13, 14), (33, 34), (6, 8), (26, 27), (74, 75)]",
Fc1ccc(C2CCN(c3c(F)cc(N4[C@@H](c5cc6nc([C@@H]7CCCN7)[nH]c6cc5F)CC[C@@H]4c4cc5nc([C@@H]6CCCN6)[nH]c5cc4F)cc3F)CC2)cc1,"[(22, 28), (40, 46)]",
Fc1ccc(C2CCN(c3c(F)cc(N4[C@@H](c5cc6nc([C@@H]7CCCN7)[nH]c6cc5F)CC[C@@H]4c4cc5nc([C@@H]6CCCN6)[nH]c5cc4F)cc3F)CC2)cc1,"[(22, 28), (40, 46), (38, 39), (20, 21)]",
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)Nc1cc(F)c([C@H]2CC[C@H](c3cc([N+](=O)[O-])c(NC(=O)[C@@H]4CCCN4C(=O)OC(C)(C)C)cc3F)N2c2cc(F)c(N3CCC(c4ccc(F)cc4)CC3)c(F)c2)cc1[N+](=O)[O-],"[(14, 15), (28, 29)]",
CS(=O)(=O)O[C@@H](CC[C@H](OS(C)(=O)=O)c1cc([N+](=O)[O-])c(Cl)cc1F)c1cc([N+](=O)[O-])c(Cl)cc1F,"[(9, 10), (1, 4)]",
CS(=O)(=O)O[C@@H](CC[C@H](OS(C)(=O)=O)c1cc([N+](=O)[O-])c(Cl)cc1F)c1cc([N+](=O)[O-])c(Cl)cc1F,"[(9, 10), (1, 4), (6, 7)]",
CS(=O)(=O)O[C@@H](CC[C@H](OS(C)(=O)=O)c1cc([N+](=O)[O-])c(Cl)cc1F)c1cc([N+](=O)[O-])c(Cl)cc1F,"[(9, 10), (6, 7), (1, 4), (7, 8), (5, 6)]",
O=[N+]([O-])c1cc([C@@H](O)CC[C@H](O)c2cc([N+](=O)[O-])c(Cl)cc2F)c(F)cc1Cl,"[(8, 9)]",
O=[N+]([O-])c1cc([C@@H](O)CC[C@H](O)c2cc([N+](=O)[O-])c(Cl)cc2F)c(F)cc1Cl,"[(8, 9), (9, 10), (6, 8)]",
O=C(CBr)c1cc([N+](=O)[O-])c(Cl)cc1F,"[(2, 3)]",
O=C(CBr)c1cc([N+](=O)[O-])c(Cl)cc1F,"[(2, 3), (1, 2)]",
CC(=O)c1cc([N+](=O)[O-])c(Cl)cc1F,"[(0, 1)]",
COC(=O)/C=C/c1cccc(F)c1/N=C(\Nc1cc(C(F)(F)F)ccc1OC)N1CCN(c2cccc(OC)c2)CC1,"[(9, 23)]",
COC(=O)/C=C/c1cccc(F)c1/N=C(\Nc1cc(C(F)(F)F)ccc1OC)N1CCN(c2cccc(OC)c2)CC1,"[(9, 23), (9, 10)]",
COC(=O)/C=C/c1cccc(F)c1/N=C(\Nc1cc(C(F)(F)F)ccc1OC)N1CCN(c2cccc(OC)c2)CC1,"[(9, 23), (9, 10), (8, 9)]",
COC(=O)/C=C/c1cccc(F)c1/N=C(\Nc1cc(C(F)(F)F)ccc1OC)N1CCN(c2cccc(OC)c2)CC1,"[(9, 23), (8, 9), (9, 10), (5, 6)]",
COC(=O)/C=C/c1cccc(F)c1NC(=O)Nc1cc(C(F)(F)F)ccc1OC,"[(14, 16)]",
COC(=O)/C=C/c1cccc(F)c1NC(=O)Nc1cc(C(F)(F)F)ccc1OC,"[(14, 16), (13, 14)]",
COC(=O)/C=C/c1cccc(F)c1NC(=O)Nc1cc(C(F)(F)F)ccc1OC,"[(14, 16), (13, 14), (5, 6)]",
COC(=O)/C=C/c1cccc(F)c1NC(=O)Oc1ccccc1,"[(13, 14)]",
COC(=O)/C=C/c1cccc(F)c1NC(=O)Oc1ccccc1,"[(13, 14), (5, 6)]",
COC(=O)/C=C/c1cccc(F)c1N,"[(5, 6)]",
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,"[(20, 25)]",
COC(=O)C[C@H]1c2cccc(F)c2N=C(N2CCN(c3cccc(OC)c3)CC2)N1c1cc(C(F)(F)F)ccc1OC,"[(29, 5)]",
O[C@H](c1cc[n+](Cc2cccc(C(F)(F)F)c2)c2ccccc12)C1CC2CC[N+]1(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,"[(28, 29)]",
Cc1ncc([N+](=O)[O-])n1CC(C)O,"[(8, 9)]",
O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,"[(17, 19)]",
