SMILES,ID,cut_bond
CCOC(=O)C(C)Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1,b21cdc678e,[]
CC1CCCC(C)N1NC(C#N)COCc1ccccc1,1cf4958a9b,"[(8, 9), (9, 10)]"
CNC(=O)C(=O)CCCCCCSc1ccc2ccccc2c1,de2438153c,"[(1, 2)]"
Cc1cc(OCC(C)c2sc(-c3ccc(C(F)(F)F)cc3)cc2C)ccc1CCC(=O)O,26b4fdb97f,[]
CCOC(=O)Nc1ccc2oc3c(c2c1)CCCCC3,b6e390cb98,"[(3, 5)]"
COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(-c2ccc(C(=O)NC[C@H](C)O)[nH]2)c1,149c1aaad9,"[(26, 28)]"
CC(C)[Si](Oc1ccc(C2OCCO2)cc1F)(C(C)C)C(C)C,997beae2d8,"[(9, 13), (9, 10)]"
CN(C(=O)OC(C)(C)C)c1cc(Oc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)ccc1NC(=O)COc1ccc(CC2SC(=O)NC2=O)cc1,88faecfbf9,"[(32, 33)]"
Nc1ccc(-c2ccc(C(=O)N3Cc4c([nH]c5ccccc5c4=O)C3c3ccc4c(c3)OCO4)o2)cc1,549d62c801,[]
C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc(F)c1C(=O)Nc1ccccc1,fade40fb89,"[(10, 12)]"
COC(=O)COc1ccc2cc(-c3ccc(-c4ccccc4)n3-c3ccccc3)ccc2c1,5c92e34321,"[(4, 5)]"
COC(=O)CCc1cc(-c2ccc3c(c2)NC(=O)CO3)n(-c2ccc(F)cc2)n1,143411ee86,[]
N#Cc1ccc(N(CC(=O)NNC(=O)c2ccccn2)CC(F)(F)F)cc1C(F)(F)F,1c5a12a428,"[(8, 10)]"
OCc1ccnc(F)c1,694f630c0e,[]
CC(C)(C)OC(=O)N1CCC(NCc2cc([N+](=O)[O-])ccc2O)CC1,5bd353a328,"[(11, 12)]"
Nc1ccc(-c2csc(C3CCCCC3)n2)cc1,1a97a257c4,[]
O=C(Nc1cnc2ccccc2c1)c1ccc2c(c1)CCN2,12b9a63b7a,[]
CC(C)CSc1cccc(C(=O)N[C@@H](CC(C)C)C(N)=O)n1,2bd6185707,"[(10, 12)]"
C[C@@H]1CN(Cc2ccccc2)CC[C@@H]1Oc1cccc(Br)c1,3af488b82f,"[(14, 15)]"
CCCCn1c(=O)n(Cc2ccccc2F)c(=O)c2[nH]c(Cc3ccc(NS(=O)(=O)C=Cc4ccccc4)cc3)nc21,3902d10854,"[(26, 27)]"
Cc1cc(C2CN(C(=O)Nc3ccc(OC(F)(F)F)cc3)N=C2c2ccccc2)on1,d9dca734b6,"[(6, 7)]"
Cc1cc(N)ccc1NC(=O)c1ccccc1,dba784a5f8,[]
CN1CCN(c2cccc(Nc3ccc(Oc4ccc(F)c(F)c4)cn3)c2)CC1,56c56d3a30,"[(10, 11)]"
CC(Nc1cc(Br)ccc1[N+](=O)[O-])c1ccccc1,ac9747d50e,"[(2, 3)]"
N#Cc1c(N)cncc1Cl,e6a5c678eb,[]
CCCN(CCCF)C(=O)C1=Cc2ccc(Br)cc2N=C(NC(=O)OC(C)(C)C)C1,b564a93030,"[(3, 8)]"
Cc1cnc(N2CCN(C(=O)c3ccc(N4CCCCC4=O)nc3)CC2)c(C)c1,115e05aba3,"[(14, 15)]"
CC(C)(C)OC(=O)N1CCC(N(Cc2cc(-c3ccnc(Cl)n3)ccc2F)S(C)(=O)=O)CC1,7c1bc92b5e,"[(11, 27)]"
CC(C)OC(=O)c1cc(-n2c(=O)c(CBr)cn(C)c2=O)c(F)cc1Cl,a943a22bb3,"[(13, 14)]"
COc1ccc2c(c1)C(CCNC(C)=O)CCC2,315af4f80f,[]
Cc1ccc(CN2CCC(n3cnc4c(N5CCOCC5)nc(-c5cncc(O)c5)nc43)CC2)s1,36c8ba2cab,"[(5, 6)]"
O=C(NCc1ccccc1-c1ccccc1C(=O)NCCc1ccccn1)OCc1ccccc1,7d2a574a35,"[(16, 18)]"
O=C/C=C/c1ccc(-n2cccn2)nc1,59f4e91037,[]
C=CC(=O)N1CCSc2ccccc2C1,1cddd45fce,"[(2, 4)]"
COC(=O)COc1cccc2c1c1c(C(N)=O)cccc1n2Cc1ccccn1,3b6b06ed68,"[(4, 5)]"
CCCc1c(OCCCBr)ccc2c1ccn2-c1ccc(Cl)cc1,ceb7bf32d8,"[(5, 6)]"
CC1(CCCCCCC(=O)O)OCCO1,0c62306ba6,[]
CCNc1nc(CC)ccc1C(=O)c1cccc(Cl)c1,10b6166f9b,"[(2, 3)]"
Cc1cc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(C)cc1CNC[C@H](O[Si](C)(C)C(C)(C)C)c1ccc(O)c(NC=O)c1,6286bfbab0,"[(35, 36)]"
CC(C)N1CCN(C(=O)[C@H]2CCN(c3ccc(C(F)(F)F)nc3)C2)CC1,b226a4d20a,"[(12, 13)]"
Cc1cc(N2CCCc3ccc(-c4ccccc4)nc32)nc(F)n1,6017db4939,"[(3, 4)]"
CCCNC(=O)NCc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,2be38bf891,"[(4, 6)]"
COC(=O)[C@@H]1CC[C@H](O)CC1,fc2dcdfab7,"[(1, 2)]"
COC(=O)C1CNCc2ccc(OC)cc21,fcdba12ec1,[]
Cc1cc(C(=O)O)c(C=C2C(=O)Nc3cccc(-c4ccncc4)c32)[nH]1,34228f33df,"[(8, 9)]"
N#CCc1csc2ccc(F)cc12,c80d0da678,"[(1, 2)]"
O=C(Nc1ccc(Cl)cc1)C(O)c1ccccc1Cl,71e2a130fb,[]
COC(=O)c1ccc(-c2cc(C(F)(F)F)cc(OC)c2C=O)cc1,118930cea6,"[(7, 8)]"
O=CCCN1CCCNC1=O,8921a528b3,[]
Cc1cnc(NCCCC2CCN(CCF)CC2)nc1-c1cc2c(C(=O)NC3CC3)cccc2s1,304eec5aa1,"[(12, 13)]"
CC1=CC(C)(C)Nc2ccc3c(c21)c(=O)oc1cc(OCOCc2ccccc2)ccc13,ad5f105c5a,"[(19, 20)]"
CCn1cc(C(=O)O)c(=O)c2c(F)c(F)c(N3CCCC3)c(F)c21,6c2cb33dbb,"[(15, 16)]"
O=C(O)C1(C(=O)Nc2ccc(F)cc2)CCC1,8c9ee277b1,"[(4, 6)]"
CCO/C=C\c1cc(-c2ccccc2)c2nncn2c1,7766c70fc0,"[(4, 5)]"
COc1nc(/C=C/C(=O)NN2CCCN(c3ccc(Cl)cc3)C2=O)ccc1-n1cnc(C)c1,bbba75847b,"[(7, 9)]"
O=Cc1cc2cnccc2[nH]1,b981ea420c,[]
COc1cccc(Sc2ccc3sc(-c4ccnc(N)n4)c(C)c3c2)c1,39a77449c1,"[(7, 8)]"
Cc1nc(N2CCN(Cc3ccc(OC(F)(F)F)cc3)C2=O)sc1C(=O)NC[C@H](O)c1ccccc1,1ba1250e0d,"[(24, 26)]"
COc1cc2ncc(C#N)c(Nc3c(Cl)cc(I)c4c3OCO4)c2cc1OC,ee6031bb10,"[(10, 11)]"
CCCCCCN1CCc2c1cc(C)c(NC(=O)C(C)(C)C)c2C,e8a0cf2018,"[(15, 16)]"
Cc1nccn1-c1ccc(N)cc1,f61eb9f912,[]
CN1C(=O)Cc2c(NC(=O)NCc3ccc(C(F)(F)F)cc3)cccc21,090bae13c1,"[(7, 8)]"
CCCCSC(Cc1ccc(Cl)cc1Cl)n1ccnc1,bf5b554eee,"[(4, 5)]"
CC(C)(C)OC(=O)NCC=CB1OC(C)(C)C(C)(C)O1,7624f4886c,"[(11, 12), (11, 19)]"
CCCS(=O)(=O)c1cccc(C#Cc2cc(-c3cccs3)ccc2OCC(=O)O)c1,61758dfa63,[]
CCC(F)CN1CCC(COc2ccc(-c3ccc(C(=O)O)cc3)cc2)CC1,50361705d5,[]
COc1nc2ccc(Br)cc2c(Cl)c1Cc1cc2ccccc2s1,2c8fccbd92,"[(1, 2)]"
CN(C)c1ccc(S(=O)(=O)N2CCC(=NOCc3cccc(C(F)(F)F)c3)CC2)cn1,a4a76ca3e1,"[(1, 3)]"
CC(C)COc1cc(Oc2ccc(C(F)(F)F)cn2)ccc1CCCO,cf144ad102,[]
CN(C)C(=O)Oc1cnccc1N=CN1CCCC1,94de98b2d0,"[(3, 5)]"
CCN1CCCC1CNc1ccc(NC(=O)Nc2ccc(OC(C)C)cc2)cc1[N+](=O)[O-],d928c8f483,"[(8, 9)]"
CN(C)CCOc1nc(-c2ccncc2)nc2sc3c(c12)CCCC3,1e69bbddfb,"[(5, 6)]"
Nc1ccc(C=Cc2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,852f14a093,[]
CCOC(=O)CCc1cc(C(=O)c2ccc(OC)cc2)c(OC)cc1OC,bc20d96608,"[(9, 10)]"
COC(=O)c1ccc(N)cc1S(=O)(=O)NC(C)(C)C,afd5727bdc,[]
CCCCCNC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)OC(C)(C)C,0bc028de25,"[(5, 6)]"
COc1cc(OC)c(F)c(NCc2cnc3[nH]ccc3c2Cl)c1F,2644aff445,[]
COCC(O)CN(C(C)=O)c1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,e4cac02cdd,"[(5, 6)]"
NC(=O)c1cccc2nc(-c3ccc(C4CCCCN4)cc3)oc12,225955dbf4,[]
O=C1CCN(C2c3ccccc3COc3ccc(Br)cc32)CC1,d16c21d850,[]
COC(=O)c1c(CS(=O)(=O)c2ccccc2OC)ccc(-c2ccoc2)c1O,8fc85168d2,"[(20, 21)]"
Cc1ccccc1-c1ccc(C(=O)O)cc1CN(C)C,fa612d1b41,[]
O=C(O)c1c(F)cc(F)c(F)c1NCc1ccccc1,87d906c33f,"[(11, 12)]"
COCn1c(=O)c2c(c3cc(CCCN(C)C)ccc31)NCCC2,aa9b4f057a,[]
N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1,0732d924b0,"[(27, 28)]"
Cc1ccnc(N2CC3CN(C(=O)c4ccccc4-c4ccccc4)CC32)n1,a62804f041,"[(5, 6)]"
O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CC(F)(F)C2)ncn1,dff311639a,"[(13, 14)]"
Cn1cccc1-c1cncc(N)c1,825d451a4a,[]
Clc1ccc(C(CCn2ccnc2)c2ccc(-c3cn[nH]c3)cc2)cc1,3e4172396b,"[(16, 17)]"
COc1ccc(-c2oncc2C(=O)N2CCC(c3ccccc3)C2)cc1,1c8ded0aa7,"[(11, 13)]"
CC(C)(C)OC(=O)N1CCC(Oc2cc(F)ccc2[N+](=O)[O-])CC1,fa2f4c5545,"[(10, 11)]"
COc1cncc(C(=O)Nc2cnc(OCC(F)(F)F)c(C3CCCC3)c2)c1,75767303e3,"[(7, 9)]"
O=C(N[C@@H]1CCCN(C(=O)c2ccc(Cl)cc2)C1)c1ccccc1,73db9cbb27,"[(1, 2)]"
Cc1cccc(C)c1NC(=O)CN1CCC(=O)CC1,6290c15f48,"[(11, 12)]"
COc1ccc(CN2CCCC2)cc1-c1cncc2cc(C=O)oc12,707357156e,[]
CC(C)(C)OC(=O)NCCN[C@H](CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,74ab5410dd,"[(9, 10)]"
Cc1cc(F)ccc1-n1nc(C(C)(F)F)cc1-c1cc(C)c2c(c1)NC(=O)CO2,8edb1bfc43,"[(9, 10), (8, 16)]"
Cc1cc(C(F)(F)F)nn1CC(=O)N1CCC(c2nc(C(=O)N(C)C3CCC(=O)c4ccccc43)cs2)CC1,476fca18f4,[]
O=C(C[C@@H]1CCN(C(=O)Nc2ccccc2F)C1)Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)N2,176e551ffe,"[(6, 7)]"
COCc1nc(-c2ccc(C(F)(F)F)cc2)ccc1CO,673bb2dbf0,[]
Cc1ncc(C(CNC(=O)c2cccc(F)c2Cl)c2ccncc2)cn1,8a669900bc,"[(7, 8)]"
CC(O)c1cc(-c2ccccc2)nc2ccccc12,6f6be02980,[]
C=C1CC(CNC(=O)c2ccc(Cl)cc2Cl)(CC2CC2)C1,682b0f3ca5,"[(5, 6)]"
CCCCNCC(=O)OCC(C)C,7db0c6b2e3,"[(4, 5)]"
CS(=O)(=O)N1CCC(c2cc(-c3ccc4cn(-c5ccccc5)nc4c3)c3c(N)ncnn23)CC1,fdd2236c67,"[(1, 4)]"
COc1ccc(OC(C)CCOS(=O)(=O)c2ccc(C)cc2)c(C2Sc3cc(Cl)ccc3N2C(C)=O)c1,dd7524827b,"[(6, 7)]"
CCOCc1nc2cnc3ccccc3c2n1CCOCCCOCc1ccccc1,8f03c5f169,"[(19, 20)]"
CC1(C)COc2cccc(Oc3ncc(N)cn3)c21,6767380470,[]
CC(C)[Si](C(C)C)(C(C)C)n1ccc2cc(C(=O)OCc3ccccc3)cnc21,cc5e6a36ad,"[(15, 16)]"
COc1ccc2c(c1)-c1[nH]c3ccccc3c1C2,fcd619b6b1,"[(15, 16), (8, 9)]"
O=S(=O)(c1ccc(O)cc1)c1c(Cc2ccccc2)oc2ccc(Br)cc12,20ce08bea4,[]
CNC(=O)[C@@H]1C[C@@H](n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)cn2)CN1C(=O)OC(C)(C)C,e621d32979,"[(1, 2)]"
O=[N+]([O-])c1cccc([N+](=O)[O-])c1NCCO,8d60dca39e,"[(11, 12)]"
COC(=O)c1ccc(NC(CCC(F)(F)F)c2ccc(-c3ncc(C(F)(F)F)cn3)cc2C)cc1,56b12df0f5,"[(19, 20)]"
CCn1c(Br)c(Br)c(C#N)c1Br,7894f37ea5,"[(1, 2)]"
CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3cc(Cl)ccc3Cl)CC2)nn1,0d8bcbc002,"[(15, 16)]"
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4N(CCO)S(C)(=O)=O)no2)cc1C#N,d8293c0f8d,[]
CCC(=O)N1CC[C@@H](NC(=O)c2c(C)[nH]c3c(-c4ccc(OC)cc4OCC4CC4)ncnc23)C1,270f8fd637,"[(2, 4)]"
CC(C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(-c2ccccn2)c1=O,9a41c61f18,"[(17, 18)]"
CC(C)(C)OC(=O)N1CCC(n2cc(-c3cc4cc[nH]c4nn3)cn2)CC1,bd6ce7fa9b,"[(13, 14)]"
COc1ccc2ccccc2c1Nc1c(OC)ccc2ccccc12,6990f97eef,"[(12, 13)]"
Brc1ccc2c(c1)N[C@H]1CCN2C1,4f6677b284,"[(10, 11)]"
Cc1n[nH]nc1C(=O)NCc1ccc(Cl)c(Oc2cc(Cl)cc(C#N)c2)c1F,8ad9faf5e4,"[(6, 8)]"
COC(=O)Cc1c(N(C)C)nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc1N(C)C,ed8c0d1b8c,"[(17, 18)]"
CCOC(=O)CNC(=O)c1ccc(CCn2c(COc3cccc(CC)c3)c(Cl)cc(Cl)c2=O)cc1,b09125e703,"[(6, 7)]"
CC(C)OC(OC(C)C)C(C)(C)C(=O)C(C)C(OC(=O)OCC(Cl)(Cl)Cl)C(C)COCc1ccccc1,c938b78dfe,"[(17, 18)]"
COc1ccccc1C(=O)N1CCC2(CC1)CC(=O)c1ccccc1O2,56e6cd096f,"[(8, 10)]"
COc1ccc(C(C)C#N)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,bcc5720a04,[]
O=c1[nH]c2ccn(-c3ccc(-c4ccccc4O)cc3)c2c(O)c1-c1ccccc1,bf9dac1d68,"[(10, 11)]"
COc1cc(-c2cccc(F)c2)c(Cl)cc1-n1c(=O)ccc2cc(SCc3ccccc3)ccc21,1188867746,"[(4, 5)]"
COc1cc(Br)ccc1C(=O)O,3f6a4190f5,[]
CC1(C)OB(c2ccc(Cl)cc2O)OC1(C)C,618a687d84,"[(3, 4), (4, 13)]"
CCNc1ncccc1Nc1ccccc1,b3cbbb7ecd,"[(9, 10)]"
O=C(c1ccc(F)cc1)c1cn(-c2cccc(-c3cccnc3F)c2)cn1,9d04c60975,"[(1, 2)]"
C[C@@H](CN1CCN(c2cc(F)ccc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,ac05ed5f51,"[(2, 3)]"
COc1ccc(-c2cc(-c3ccccc3)[nH]c2C(=O)NCc2ccc(C(=O)Nc3ccccn3)cc2)cc1,18d12ae157,"[(17, 19)]"
Cc1ccc2[nH]cc(C3C(=O)N(C)C(=O)C3c3c[nH]c4ccc(C)cc34)c2c1,ccecb5cb46,[]
COc1cccc(C2CCC(=O)N2)c1,31ae401158,"[(10, 12)]"
CCOc1cc(C(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,f0c48f8ea0,"[(33, 35)]"
N#Cc1cnc(Nc2ccc(N3CCNCC3)cn2)nc1NC1CCCC1,e3c0598f6d,[]
CC(C)(C)OC(=O)NCCN(C(=O)CCl)C1CN(C(=O)c2ccc(Cl)cc2)CC1O[Si](C)(C)C(C)(C)C,273055c968,"[(10, 11)]"
COc1ccc(-c2n[nH]c3ccsc23)cc1,46c92a498e,"[(8, 9)]"
COC1(c2cc(F)cc(Sc3cnc4c(c3)OCC(=O)N4C)c2)CCOCC1,73c367d53a,"[(9, 10)]"
Fc1ccc2nc(/C=C\Br)ccc2c1,88fa546392,"[(7, 8)]"
CC(C)(C)OC(=O)N1CCCC(C(=O)Nc2ccccc2Br)C1,4e6aa1e6b5,"[(12, 14)]"
Cc1cccc(C)c1NC(=O)Nc1cc(Cl)ccc1C(=O)N[C@H](C(=O)O)C1CCCCC1,94e5497f33,[]
CSc1ccc(-c2cc(CN(C)C)sc2-c2ccc(F)cc2)cc1,414462091f,[]
CS(=O)(=O)c1ccc(OCC2CCC2)c(C(=O)N2CCN(c3ncc(C#N)s3)CC2)c1,cbfda73f14,"[(15, 17)]"
COc1ccc(C(=O)NNC(=S)NCC(C)C)c(OC)c1,e586388ad2,"[(9, 10)]"
C=CCc1cccc2c1N(C(=O)OCC)CC2,f2ac7a7ba6,"[(9, 10)]"
CCCC(=O)N(CCN1CCC(N(C(=O)CC)c2ccccc2)CC1)c1c(C)cccc1C,13d14cc013,"[(3, 5)]"
C=CCOC(=O)[C@@H](C)Oc1cc(OC)ccc1C(=O)c1ccc(OCc2nc(-c3ccccc3)oc2C)cc1,68d02b8fb9,"[(6, 8)]"
C#CCN(C(=O)OC(C)(C)C)n1cc(-c2cccnc2)nc1C,22abe73d11,"[(2, 3)]"
O=C1CCC(=Cc2cccc(Oc3ccc(C4CC4)cn3)c2)CC1,d411466a54,[]
C[C@H]1C[C@@](C#N)(c2cccc(S(=O)c3ccc(-c4ccnn4C)cc3)c2F)CCO1,271488aa70,"[(11, 12)]"
FC(F)(F)c1ccc(-c2nc3c(s2)CNCC3)cc1,f954ad51cb,"[(11, 12), (9, 10)]"
COC(=O)c1cccnc1O,6e63c3e267,"[(1, 2)]"
CNCc1cc([N+](=O)[O-])nn1CC(C)O,6187e06f1e,"[(1, 2)]"
CC(C)(C)C(O[SiH](c1ccccc1)c1ccccc1)[C@H]1CC[C@H](O)[C@H]1C(O[SiH](c1ccccc1)c1ccccc1)C(C)(C)C,c2810e6bab,[]
COC(=O)CS(=O)(=O)N(C)C(C)(C)C,432ec5d7ec,"[(5, 8)]"
CCOC(=O)[C@@H](CO)Cc1ccccc1,f11aad8d31,[]
CC(C)(C)OC(=O)N1C2CCC1CN(Cc1ccccc1)C2,c36c284c4e,"[(5, 7)]"
Cc1ccc(N2CCN(C(=O)c3ccc(N4C[C@H](C)CS4(=O)=O)nc3)CC2)c(C)c1,3231d2f524,"[(14, 15)]"
Cc1cc(C)c(-c2[nH]c(C3CC3)nc2C)cc1C(=O)O,5b9dcdf01f,[]
O=C(O)c1cncc(-c2ccc(F)cc2)c1,f58e988bb2,"[(7, 8)]"
CN1CCC(Nc2ccc(O)cc2)CC1,efe8b9315b,"[(4, 5)]"
CC(C)(C#N)c1ccc(-n2c(=O)n(S(=O)(=O)c3cc(F)cc(F)c3)c3cnc4ccc(Br)cc4c32)cc1,a88857da03,"[(12, 13)]"
Cc1nnc(Cn2nnc3c(N4CC(F)(F)C(F)(F)C4)nc(C(C)(C)C)nc32)o1,e7d028f977,"[(5, 6)]"
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccsc4)cc3)[nH]c2c1,0217f78d08,"[(13, 14)]"
CCOC(=O)c1cn(C)c2c(C)c(C=O)sc2c1=O,2c3ab74e26,"[(7, 8)]"
CC(C)C(O)c1ccc(OC(F)F)cc1,6d88b41336,"[(1, 3)]"
CN(CC(=O)O)C(=O)OCc1ccccc1,e27a4d6e37,"[(1, 6)]"
CC(C)(C)C(=O)OC[C@H]1O[C@@H](Oc2nn(CC(N)=O)c3cccc(C#Cc4ccc(/C=C/CC(=O)NC(C)(C)C(=O)N5CCN(C(=O)OCc6ccccc6)CC5)cc4)c23)[C@H](OC(=O)C(C)(C)C)[C@@H](OC(=O)C(C)(C)C)[C@@H]1OC(=O)C(C)(C)C,16783ef816,"[(14, 15)]"
Cc1ccc2c(c1)c(N1CCN(C(=O)c3cccs3)CC1)c(C#N)c(=O)n2C,6a161381ff,"[(11, 12)]"
N#Cc1ccc(N2CCC(C(=O)Nc3cccc(-c4noc(C(F)(F)F)n4)c3)C2)nc1,550d2862f7,"[(10, 12)]"
Clc1ccc(OCCCBr)cc1Cl,74f304ec5b,"[(5, 6)]"
Cc1cc(NC(=O)OC(C)(C)C)sc1C(=O)N(C)CCN(C)C(=O)OC(C)(C)C,d88e854858,"[(14, 16)]"
Clc1ccc(SCCCCCCCBr)cc1,766051f114,"[(5, 6)]"
CCOC(=O)Cc1c(C)c(N)c2c(c1C)CCN2C(C)=O,d872fbdaaf,[]
Cc1cc(C(=O)O)ccc1S(C)(=O)=O,c921dbe595,[]
CC(C)(C)OC(=O)NC[C@@H](N)Cc1ccccc1,ec3f710555,[]
CC1CCCN1CC(C)N1c2ccccc2Sc2ccc(C#N)cc21,fda91ebff1,"[(5, 6)]"
COc1ccccc1-c1ccc2c(c1COCc1ccccc1)C(C)=CC(C)(C)N2,21219b6267,"[(14, 15)]"
CC(O)c1ccc(Cl)c(F)c1,462ad2fc35,"[(0, 1)]"
N#CC(CCCCl)(C(=O)NN)c1ccccc1,f94c1d1eca,"[(7, 9)]"
CC(=O)Nc1ncc(C2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)C(N)C3SC2)s1,a9528f9900,[]
CC(=O)c1cnc(Nc2ccc(CC(C)O)cc2)c([N+](=O)[O-])c1,f314d99ca0,"[(6, 7)]"
COc1cc(OC)c(-c2cnccn2)cc1C=O,388cca5c2f,[]
CCOC(=O)c1nc(NC(C)=O)sc1Cc1ccccc1,1eab2ebe0b,"[(8, 9)]"
Cc1nc(Cc2ccccc2N)n[nH]1,af959f0606,[]
CC(C)(C)OC(=O)N1CCC(Oc2cncc(Br)c2)CC1,b08760ad89,"[(10, 11)]"
COCCN(CCC(=O)OC(C)(C)C)c1nc(Cl)ncc1[N+](=O)[O-],ec341d2c01,"[(4, 14)]"
CC(C)CN1C(=O)c2ccc(Cl)cc2C1O,f765df40c6,[]
CCOC(=O)c1cnn2c1NCC=C2c1cccc(C(F)(F)F)c1,c51df2a5af,[]
CCc1occc(=O)c1Oc1nc(Nc2ccc(OC)c(Cl)c2)nc(NC2CCCCCC2)n1,73fe9ec2b7,"[(9, 10)]"
O=C(Oc1ccc(Cl)cc1C(=O)c1ccccc1)c1cccnc1,8acc66fe9d,"[(1, 2)]"
Cn1cnc(C(=O)N(Cc2ccc(F)c(Br)c2)C2CCC2)c1,0db8a7ca29,"[(5, 7)]"
CC(C)(C)OC(=O)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cc3)c2)CC1,350e21541c,"[(10, 11)]"
O=C(CCc1ccc2c(c1)OCO2)NC1Cc2cc(Cl)ccc2N(Cc2ccccc2)C1,0ee1b7b899,"[(1, 13)]"
C[Sn](C)(C)c1ccco1,b3baaceedb,"[(1, 4)]"
NCC1(N2CCN(C3CC3)CC2)CCN(Cc2ccccc2)CC1,5f5f15492b,[]
Cc1c(-c2ccccc2S(C)=O)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)cnc1N1CCOCC1,0e8de8a33f,"[(21, 22)]"
COC(=O)/C=C/c1ccc(C=O)s1,33df4faffb,"[(4, 5)]"
COC(=O)[C@H](Cc1ccc(-c2ccc(C#N)cc2)cc1)NC(=O)[C@@H]1Cc2cc3c(cc2CN1S(=O)(=O)c1ccc(C)cc1OC)O[C@@H](c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)CO3,7fe16d68a9,"[(32, 33)]"
O=[N+]([O-])c1cc(-c2nc3ccccc3[nH]2)cc(O)c1O,6864daa512,[]
N#Cc1ccc2oc3c(-c4ccccc4F)c(O)c(F)cc3c2c1,a62f1c3ad5,"[(8, 9)]"
COC(=O)c1ccc(NCC=C(C)C)c(I)c1,fe8310d1be,"[(8, 9)]"
CCOC(=O)CCc1ccc(O)c(C)c1C(F)(F)F,c07efaa284,[]
N#C[C@H](CCc1ccccc1)NC(=O)C(F)(F)CCCc1ccccc1,f69652e8b0,"[(11, 12)]"
CCOC(=O)C(F)(F)CNc1c([N+](=O)[O-])cccc1[N+](=O)[O-],cea7da2230,"[(2, 3)]"
O=c1cc(OCc2ccccc2)ccn1CCc1ccc2c(c1)CCNCC2,579150197d,[]
CN(C(=O)c1ccc2cc[nH]c2c1)C1CCCCC1,1c9c2d52e9,"[(1, 2)]"
COc1ccc(-c2cccc(NC(=O)COCC(=O)Nc3ccc(Cl)cc3C(=O)O)c2)c(OC)n1,7221d56173,"[(5, 6)]"
C=CC(C)(O)C#CC(=C)C,34ebd086c5,"[(2, 5)]"
COC(=O)c1ccccc1NCc1ccncc1,7b66ed4af7,"[(10, 11)]"
CC(C)(C)NC(=O)c1cn(COCC[Si](C)(C)C)c2nc(Cl)c(Br)nc12,6e891a4d6f,"[(4, 5)]"
COC(=O)C1C[C@@H](Nc2ncc3cc(-c4c(Cl)c(OC)cc(OC)c4Cl)ccc3n2)[C@@H](N2C(=O)c3ccccc3C2=O)C1,aeee8c8580,"[(30, 31)]"
COC(=O)c1ccc(NC(=O)CCc2cc(OC)c(OC)c(OC)c2)cc1,02f27f3d5e,"[(8, 9)]"
O=Cc1cc(-c2ccc(Cl)cc2Cl)ccc1OC(F)(F)F,7139d77487,"[(4, 5)]"
Cn1c(NCC(=O)c2ccccc2)nc(-c2ccncc2)cc1=O,552c409158,"[(2, 3)]"
COC(=O)N1C(c2ccccc2)SC[C@H]1C(=O)O,edb9bbff84,"[(2, 4)]"
NC[C@H]1COc2cc(F)cc(-c3c(Cl)cccc3Cl)c2O1,6de56e97b5,[]
CC(C)(O)CNc1c2c(nc(OS(=O)(=O)C(F)(F)F)c1[N+](=O)[O-])CCCC2,af219b34b8,"[(5, 6)]"
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H](C)C(=O)N1CCSC1,95710fa904,"[(19, 21)]"
COc1cccc(F)c1C(C)(C)CC(O)(CNc1ccc(F)c2nc(C)ncc12)C(F)(F)F,f3c8298517,"[(15, 16)]"
COc1ccccc1Oc1c(NS(=O)(=O)C=Cc2cccc(C)c2)nc(-c2ncccn2)nc1OCCO,aa0ba433d7,"[(33, 34)]"
